patent|abs|title1
09759191|Wind turbine blade comprising at least one deformable trailing edge section having a plurality of actuators consecutively arranged substantially downstream from one another and a control system for controlling the actuators, wherein a downstream end of one actuator is connected by a substantially rigid link with an upstream end of the next actuator and the plurality of actuators comprises an upper actuator being mounted above a chord line of the blade section and a lower actuator being mounted below a chord line of the blade section. Wind turbines comprising such a blade and methods of controlling loads on a wind turbine blade are also described.|Wind turbine blade
09759200|An unmanned aircraft system (UAS) to inspect equipment and a method of inspecting equipment with the UAS are described. The UAS includes a scanner to obtain images of the equipment and a memory device to store information for the UAS. The UAS also includes a processor to determine a real-time flight path based on the images and the stored information, and a camera mounted on the UAS to obtain camera images of the equipment as the UAS traverses the real-time flight path.|Wind tower and wind farm inspections via unmanned aircraft systems
09760021|A controller measures positional information of a stage within an XY plane using three encoders which at least include one each of an X encoder and a Y encoder of an encoder system, and the stage is driven in the XY plane, based on measurement results of the positional information and positional information (p(sub)1, q(sub)1), (p(sub)2, q(sub)2), and (p(sub)3, q(sub)3) in a surface parallel to the XY plane of a head (an encoder) used for measurement of the positional information. Accordingly, it becomes possible to control the movement of the stage with good precision, while switching the head (the encoder) used for control during the movement of the stage using the encoder system which includes a plurality of heads.|Movable body drive method and movable body drive system, pattern formation method and apparatus, exposure method and apparatus, device manufacturing method, and calibration method
09760570|A system and method for disambiguating references to entities in a document. In one embodiment, an iterative process is used to disambiguate references to entities in documents. An initial model is used to identify documents referring to an entity based on features contained in those documents. The occurrence of various features in these documents is measured. From the number occurrences of features in these documents, a second model is constructed. The second model is used to identify documents referring to the entity based on features contained in the documents. The process can be repeated, iteratively identifying documents referring to the entity and improving subsequent models based on those identifications. Additional features of the entity can be extracted from documents identified as referring to the entity.|Finding and disambiguating references to entities on web pages
09760651|A web services-based communication system and technique uses an information server to facilitate the communication of process control data and analysis results between a plurality of web services coupled to a communication network. A graphical user interface coupled to the network enables users to store user profile information and configuration information in a database within the information server. The information server uses the configuration information and the profile information to control the operations of a scheduler and a router within the information server to enable users to selectively view process control information via the graphical user interface and to route process control information to appropriate ones of the web services.|Web services-based communications for use with process control systems
09760671|There is provided a computer-implemented method for verification of a layout of an integrated circuit according to a design intent with a selected manufacturing process. The method comprises defining corner points of a first circuit part 1 as seed points 3, projecting a specifically designed polygon shape 4 proximal to a seed point 3 and calculating an overlap area 5 between the projected polygon shape 4 and a second circuit part 2. The layout is rejected when the overlap area does not conform to a threshold overlap area determined by the design intent.|Rule checking
09760690|An artificial intelligence agent is machine trained and used to provide physically-based rendering settings. By using deep learning and/or other machine training, settings of multiple rendering parameters may be provided for consistent imaging even in physically-based rendering.|Content-based medical image rendering based on machine learning
09760700|Systems and methods of determining image characteristics are provided. More particularly, a first image having an unknown characteristic can be obtained. The first image can be provided to a plurality of user devices in a verification challenge. The verification challenge can include one or more instructions to be presented to a user of each user device. The instructions being determined based at least in part on the first image. User responses can be received, and an unknown characteristic of the first image can be determined based at least in part on the received responses. Subsequent to determining the unknown characteristic of the first image, one or more machine learning models can be trained based at least in part on the determined characteristic.|Image based CAPTCHA challenges
09760830|A control method is disclosed for determining a quality indicator of medical technology recording results data from a tomography scan of an examination structure, which scan is supported by a contrast agent, by way of a tomography system. According to an embodiment of the invention, at least one control parameter value is automatically derived from the recording results data in respect of a contrast agent image region during and/or directly after the tomography scan, which value represents a quality of the recording results data in the contrast agent image region. A control system for such a determination is also disclosed.|Control method and control system
09760831|A system for personalizing content for presentation to a user. The system using: a keyword dictionary, being a database containing words and information on the relatedness of words, as a resource for identifying related words in words associated with each of the content and the user; a database containing inferred behavioral indices to predict user behavior; and a popularity index containing popularity indices for items within the content.|Content personalization system
09760850|Deep learning is used to identify specific, potential risks to an enterprise (of which litigation is the prime example) while such risks are still internal electronic communications. The system involves mining and using existing classifications of data (e.g., from a litigation database) to train one or more deep learning algorithms, and then examining the internal electronic communications with the trained algorithm, to generate a scored output that will enable enterprise personnel to be alerted to risks and take action in time to prevent the risks from resulting in harm to the enterprise or others.|Using classified text and deep learning algorithms to identify risk and provide early warning
09761131|Systems and method are disclosed for adaptive and/or autonomous traffic control. In one illustrative implementation, there is provided a method for processing traffic information. Moreover, the method may include receiving data regarding travel of vehicles associated with an intersection, using neural network technology to recognize types and/or states of traffic, and using the neural network technology to process/determine/memorize optimal traffic flow decisions as a function of experience information. Exemplary implementations may also include using the neural network technology to achieve efficient traffic flow via recognition of the optimal traffic flow decisions.|Systems and methods involving features of adaptive and/or autonomous traffic control
09761221|According to some aspects, a method of classifying speech recognition results is provided, using a neural network comprising a plurality of interconnected network units, each network unit having one or more weight values, the method comprising using at least one computer, performing acts of providing a first vector as input to a first network layer comprising one or more network units of the neural network, transforming, by a first network unit of the one or more network units, the input vector to produce a plurality of values, the transformation being based at least in part on a plurality of weight values of the first network unit, sorting the plurality of values to produce a sorted plurality of values, and providing the sorted plurality of values as input to a second network layer of the neural network.|Order statistic techniques for neural networks
09761411|A system and method for maskless direct write lithography are disclosed. The method includes receiving a plurality of pixels that represent an integrated circuit (IC) layout; identifying a first subset of the pixels that are suitable for a first compression method; and identifying a second subset of the pixels that are suitable for a second compression method. The method further includes compressing the first and second subset using the first and second compression method respectively, resulting in compressed data. The method further includes delivering the compressed data to a maskless direct writer for manufacturing a substrate. In embodiments, the first compression method uses a run-length encoding and the second compression method uses a dictionary-based encoding. Due to the hybrid compression method, the compressed data can be decompressed with a data rate expansion ratio sufficient for high-volume IC manufacturing.|System and method for maskless direct write lithography
09762611|A first node of a networked computing environment initiates each of a plurality of different types of man-in-the middle (MITM) detection tests to determine whether communications between first and second nodes of a computing network are likely to have been subject to an interception or an attempted interception by a third node. Thereafter, it is determined, by the first node, that at least one of the tests indicate that the communications are likely to have been intercepted by a third node. Data is then provided, by the first node, data that characterizes the determination. In some cases, one or more of the MITM detection tests utilizes a machine learning model. Related apparatus, systems, techniques and articles are also described.|Endpoint-based man in the middle attack detection using machine learning models
09763741|An endolumenal robotic system provides the surgeon with the ability to drive a robotically-driven endoscopic device to a desired anatomical position in a patient without the need for awkward motions and positions, while also enjoying improved image quality from a digital camera mounted on the endoscopic device.|System for robotic-assisted endolumenal surgery and related methods
09764151|The system includes an active medical device with means for delivering defibrillation shocks; means for continuous collection of the patient current cardiac activity parameters; and evaluator means with neuronal analysis comprising a neural network with at least two layers. This neural network comprises upstream three neural sub-networks receiving the respective parameters divided into separate sub-groups corresponding to classes of arrhythmogenic factors; and downstream an output neuron coupled to the three sub-networks and capable of outputting an index of risk of ventricular arrhythmia. The risk index is compared with a given threshold, to enable or disable at least one function of the device in case of crossing of the threshold.|Neural network system for the evaluation and the adaptation of antitachycardia therapy by an implantable defibrillator
09764461|The present invention is to provide an industrial robot, which is placed in vacuum for use, capable of efficiently cooling down hand- or arm-driving motors which are arranged inside the arm in air. The industrial robot is provided with a motor for rotating a second arm unit with respect to a first arm unit, a motor for rotating a hand with respect to the second arm unit, a reduction gear for reducing the rotation of the motor and transmitting it to the second arm unit, and a reduction gear for reducing the rotation of the motor and transmitting it to the hand; the hand and the arm are placed in vacuum. The reduction gears and are coaxially arranged so that the center of rotation of the second arm unit with respect to the first arm unit coincides with the axial centers of the reduction gears. The interior space of the hollow first arm unit is kept at atmospheric pressure in which the motors and the reduction gears are arranged.|Industrial robot
09764470|Methods, apparatus, systems, and computer-readable media are provided for selectively deploying robots to performing mapping based on added cost. In various implementations, a measure of interest in mapping an area of an environment may be determined. A cost associated with a robot performing a task may also be determined. Then, an added cost associated with the robot mapping the area of the environment while performing the task may be determined. The robot may be selectively deployed to map the area while performing the task in response to a determination that the measure of interest justifies the added cost.|Selective deployment of robots to perform mapping
09764471|A trajectory generation apparatus for robot includes a load judgement unit which compares a load applied to a component of a robot when the robot is operated on a reference trajectory with a load judgement value and a speed reduction unit which reduces a speed of the robot when the load is greater than the load judgement value. The trajectory generation apparatus includes a comparison trajectory generation unit which sets a comparison teaching point obtained by changing a position of a reference teaching point when the speed is reduced and generates a comparison trajectory based on the comparison teaching point and a trajectory selection unit which compares a transit time of the comparison trajectory with a transit time of the reference trajectory and selects a trajectory of which a transit time is shorter.|Trajectory generation apparatus for robot to generate trajectory including curved portion
09764480|A robot includes a body, a first arm, and a second arm. The first arm includes one joint, an adjacent joint that is adjacent to the one joint, and another adjacent joint that is adjacent to the adjacent joint. When the first arm is extended in a vertical orientation relative to the body, the one joint of the first arm has a rotation axis that is offset by a first distance in a first horizontal direction from a rotation axis of the adjacent joint of the first arm, and the another adjacent joint of the first arm has a rotation axis that is offset by a second distance in a second horizontal direction from the rotation axis of the adjacent joint of the first arm. The first horizontal direction is opposite to the second horizontal direction.|Robot
09764481|A flexible wrist-type element, comprising: a base housing extending along a first longitudinal axis towards a base end; an operational housing extending along a second longitudinal axis towards an operational end; an operational element moveably connected to the operational housing; a joint assembly movably connecting the base housing and the operational housing; wherein the joint assembly allows relative movement of the operational housing and the base housing between a first position and a second position, wherein a point of intersection between the second longitudinal axis and the first longitudinal axis moves during movement between the first position and the second position; a driver assembly moveably supported by the base housing and the operational housing; and wherein the driver assembly is configured to actuate the operational element relative to the operational housing.|Flexible wrist-type element
09764821|A propeller assembly having a hub having at least one receiver opening, a receiver located within the receiver opening and having a first collar defining a blade opening, a blade having a second collar and a protrusion with the second collar abutting the first collar and the protrusion received within the blade opening, and a first retainer, and a second retainer.|Propeller assembly and propeller blade retention assembly
09764830|According to one embodiment, a method of adjusting an aircraft pedal assembly includes providing a pedal linkage coupled between a pedal and an attachment assembly situated proximate to an aircraft instrument panel. A brake cylinder is provided coupled between the pedal and the attachment assembly. The pedal linkage is rotated in response to an adjustment input. The pedal linkage is maintained approximately parallel to the brake cylinder during rotation of the pedal linkage.|Pilot control system with adjustable pedals
09764831|A rotary system including a grip having an opening forming a first bridge for receiving a centrifugal force bearing that faces inwardly towards the rotor mast. A rotor blade couples to the grip and a pitch horn positioned outside the opening pitches the rotor blade during flight. A bearing assembly attaches the first bridge to the yoke and controls blade forces exerted against the hub assembly during flight.|Articulated main rotor hub with inwardly CF bearing and 3% flapping hinge offset
09764841|An assembly for supporting a device from a structural location exhibiting an upper horizontal edge. A main support body has front and rear faces, a bottom support ledge projecting from the front face and being adapted to receive a bottom extending edge of the device. A top support ledge extends from the rear face and is adapted to engage the upper horizontal edge of the structural location. A variant of the assembly incorporates a height adjustable component secured to the main support body and exhibiting a further ledge support location adapted to engage a top extending edge of the device. An angularly adjustable arm supporting component is secured to a lower rear face location of the main support body and is adjustable to establish a desired angle or tilt of the main support body and supported device.|Multi-position adjustable support assembly suspended from an elevated horizontal edge for securing such as a book, smartphone or tablet style computer
09764850|A fiber-reinforced composite structure includes a cut edge; an elastomeric cap covering the cut edge; and an adhesive sealant bonding the elastomeric cap to the cut edge. The fiber-reinforced composite structure is joined to a component and the elastomeric cap includes a generally Z or L-shaped cap with a web bonded to the cut edge of the fiber-reinforced structure and a flange bonded to the component and extending away from the fiber-reinforced structure.|Edge seal for fibre-reinforced composite structure
09764851|Provided is a fuel system that can reduce the amount of fuel in a second tank before the amount of fuel in a first tank. A fuel system includes: a first tank and a second tank that respectively store fuel; a fuel supply pump that supplies at least the fuel in the first tank out of the first and second tanks to a fuel consuming section; a transfer pump that transfers the fuel in the second tank into the first tank; and a fuel passage having an inlet in communication with an inner portion of the first tank, and an outlet in communication with an inner portion of the second tank. The fuel in the first tank overflows into the second tank through the fuel passage.|Fuel system and aircraft
09764861|Space craft comprising a body, at least one pair of supporting arms, a first device mounted on a first supporting arm and a second device mounted on a second supporting arm. The first arm is rotatably mounted on the body of the craft about an axis of rotation. The second arm is fixed to the body, and in which craft of the first device and the second device at least one is offset from the axis of rotation of the first arm. The pair of supporting arms further comprises a hollow module for the rotatable mounting of the first arm on the body. The mounting module comprising an opening through which the axis of rotation and the second supporting arm pass.|Space craft comprising at least one pair of supporting arms, said arm pair being equipped with a hollow mounting module, and method for employing such a craft
09765640|An exemplary system may include a gas turbine engine configured to operate at an engine power level to satisfy an engine power demand. The system may also include at least one generator operatively coupled to the engine and configured to generate electrical power based at least in part on the engine power demand. The system further may include at least one heating element in communication with the at least one generator, and at least one control unit coupled to the at least one heating element. The at least one heating element may be configured to receive electrical power from the at least one generator to generate thermal energy. The at least one control unit may be configured to energize the heating element when the engine power demand is below the engine power level and/or there is an anticipated increase in the engine power demand.|System and method to manage transients for rapid power demand changes
09765641|In accordance with one embodiment of the present disclosure, a system includes a first housing, a second housing, a seal, and a spring system. The first housing includes a first volume of fluid. The first housing is capable of connecting to a first element and to a second element, and is also capable of reducing an amount of movement transferred from the first element to the second element. The second housing is connected to the first housing. The second housing includes a second volume of fluid and a volume of gas. The first volume of fluid is in fluid communication with the second volume of fluid. The seal is capable of separating the second volume of fluid from the volume of gas. The spring system is capable of applying pressure to the first volume of fluid and the second volume of fluid.|System and method for vibration isolation
09765691|A turbine engine assembly including a turbine core and a cryogenic fuel system. The turbine core includes: a compressor section; a combustion section; and a turbine section, which are axially aligned. The a cryogenic fuel system includes: a cryogenic fuel reservoir; a vaporizer heat exchanger; a liquid supply line operably coupling the fuel reservoir to an input of the vaporizer heat exchanger; a gas supply line operably coupling an output of the vaporizer heat exchanger to the combustion section; and a second heat exchanger thermally connecting the liquid supply line and the gas supply line to transfer heat from the gas supply line to the liquid supply line.|Turbine engine assembly and dual fuel aircraft system
09765700|Bleed air systems for use with aircrafts and related methods are disclosed. An example apparatus includes a turbo-compressor including a compressor having a compressor inlet fluidly coupled to a low-pressure compressor of the aircraft engine and a compressor outlet fluidly coupled to a first system of an aircraft. The turbo-compressor also includes a turbine inlet fluidly coupled to a high-pressure compressor of the aircraft engine and a turbine outlet fluidly coupled to a second system of the aircraft.|Bleed air systems for use with aircrafts and related methods
09765701|An automated industrial system is provided that includes a sensor system configured to monitor multiple parameters. The automated industrial system also includes a controller. The controller is configured to determine if any of the multiple parameters has surpassed a respective constraint threshold of multiple constraint thresholds. If any of the parameters has surpassed a respective constraint threshold, the controller is configured to classify a parameter of the multiple parameters which has surpassed the respective constraint threshold by the highest degree as the most constrained parameter. The controller is also configured to calculate a minimum temperature load path based on the most constrained parameter, with the minimum temperature load path configured to transition the automated industrial system from a base load to a part load via a minimum temperature load path.|Gas turbine load enhancement
09765970|A combustion chamber module for an aircraft turbomachine, including an annular combustion chamber in which each of primary and dilution ports of an outer annular wall, which is located at least partly in a wake of a fuel injector, has a discharge coefficient higher than that of its homologous port of an inner annular wall. A method for designing such a module includes determining wakes generated by fuel injectors, and then geometrically defining air inlet ports of coaxial walls of the combustion chamber such that an air flow rate actually entering through ports of the outer wall is substantially equal to an air flow rate entering through ports of the inner wall.|Aircraft turbomachine combustion chamber module and method for designing same
09766610|An illustrative application control system is provided having an entity and an electronic device with a display. The control system includes software operating instructions to direct movement of the entity and to direct display operation to interact with the entity. The entity may have the capability to move when positioned on the display and to detect pixels and pixel arrangements on the display. The electronic device may include the capability to generate and display the pixels and pixel arrangements in subsequent locations on the display to trigger entity responses. The software operating instructions may include content such as audio output and/or performance instructions to facilitate interaction between the entity and electronic device.|Interactive application platform for a motorized toy entity and display
09766620|A self-propelled device is provided including a drive system, a spherical housing, and a biasing mechanism. The drive system includes one or more motors that are contained within the spherical housing. The biasing mechanism actively forces the drive system to continuously engage an interior of the spherical housing in order to cause the spherical housing to move.|Self-propelled device with actively engaged drive system
09767171|Disclosed is a system, method, and computer program product for implementing a log analytics method and system that can configure, collect, and analyze log records in an efficient manner. An improved approach is provided for identifying log files that have undergone a change in status that would require retrieve of its log data, by including a module directly into the operating system that allows the log collection component to be reactively notified of any changes to pertinent log files.|Method and system for implementing an operating system hook in a log analytics system
09767240|Disclosed are temperature-aware integrated circuit (IC) design methods and systems, which establish a customized power delivery network (PDN) for an IC early in the design process in order to generate, in a timely manner, a final IC design layout that can be used to manufacture IC chips that will exhibit minimal hotspots. Specifically, prior to placement of library elements, an initial PDN is established and divided into sections. The library elements are placed. Then, potential hotspots associated with any of the sections are identified and a customized PDN for the IC is established to eliminate the hotspots. That is, for each section, a total power consumption amount is determined. When the total power consumption amount is greater than the threshold, a hotspot is indicated and the section is customized to eliminate the hotspot. Also disclosed is a resulting IC chip structure.|Temperature-aware integrated circuit design methods and systems
09767330|Technologies are generally described for distance determination between two or more RFID tags based on a minimum detectable signal. In some examples, a first RFID tag may establish communication with a second RFID tag, and modulate an irradiating electromagnetic field to generate backscatter signals for sequential transmission to the second RFID tag. A depth of amplitude modulation of each transmitted signal may be progressively reduced until the second RFID tag can no longer detect the modulation. The particular distance between the first and second RFID tags may then be determined based on a minimum detectable signal by the second RFID tag, which may be identified as a last transmitted signal detected by the second RFID tag. In some embodiments, distance determination between two or more RFID tags as described above may be implemented for robotic sensing, assembly systems, security, and wearable technology to track motion and/or position of objects.|Distance determination between RFID tags
09767380|An apparatus and method for determining an image similarity based on image features. In one aspect, the image similarity determination is based on an image comparison tool. The image comparison tool may be trained, by a machine-learning system, to estimate a similarity between images based on a subset of image data comprised by image features. The estimate may be an estimate of how similar structures found in the images would be following a geometric transformation of some of the structures. In one aspect, an atlas image for performing automatic segmentation of an image is determined according to a comparison made using the image comparison tool.|Image comparison tool tolerant to deformable image matching
09767381|A system and method provide object localization in a query image based on a global representation of the image generated with a model derived from a convolutional neural network. Representations of annotated images and a query image are each generated based on activations output by a layer of the model which precedes the fully-connected layers of the neural network. A similarity is computed between the query image representation and each of the annotated image representations to identify a subset of the annotated images having the highest computed similarity. Object location information from at least one of the subset of annotated images is transferred to the query image and information is output, based on the transferred object location information.|Similarity-based detection of prominent objects using deep CNN pooling layers as features
09767410|This specification describes, among other things, a computer-implemented method. The method can include training a baseline neural network using a first set of training data. For each node in a subset of interconnected nodes in the baseline neural network, a rank-k approximation of a filter for the node can be computed. A subset of nodes in a rank-constrained neural network can then be initialized with the rank-k approximations of the filters from the baseline neural network. The subset of nodes in the rank-constrained neural network can correspond to the subset of nodes in the baseline neural network. After initializing, the rank-constrained neural network can be trained using a second set of training data while maintaining a rank-k filter topology for the subset of nodes in the rank-constrained neural network.|Rank-constrained neural networks
09767411|A system includes a free itemset generation unit to generate a set of free itemsets, each having a frequency in the database greater than or equal to a predetermined threshold value set in advance, a valid rule candidate generation unit to generate rule candidates and store the generated rule candidates, and a rule minimality decision unit to check minimality of each of the generated rule candidates and output the generated rule candidate to an output apparatus when the generated rule candidate is determined to be minimal.|Rule discovery system, method, apparatus, and program
09767651|The invention relates to systems and methods of selecting and placing real-world wagers responsive to one or more wager triggers, obtaining outcomes of the real-world wagers, facilitating user interactions with various interactive media, and revealing the outcomes of the real-world wagers through the interactive media to give an appearance that the outcomes of the real-world wagers resulted from the user interactions even though the outcomes resulted from the real-world wagers and were determined before the user interactions. By integrating real-world wager outcomes with gameplay and other user interactions, the system may provide an engaging user experience with interactive media. For example, a game may reveal an outcome of a real-world wager (which has already occurred), in response to in-game actions such as user actions in the game, other players' actions in the game, game events (e.g., events caused by the game logic/artificial intelligence), and/or other events.|System and method of revealing real world wager outcomes based on user interactions with interactive media
09768460|An electrode comprises an acid treated, cathodically cycled carbon-comprising film or body. The carbon consists of single walled nanotubes (SWNTs), pyrolytic graphite, microcrystalline graphitic, any carbon that consists of more than 99% sp(sup)2 hybridized carbons, or any combination thereof. The electrode can be used in an electrochemical device functioning as an electrolyzer for evolution of hydrogen or as a fuel cell for oxidation of hydrogen. The electrochemical device can be coupled as a secondary energy generator into a system with a primary energy generator that naturally undergoes generation fluctuations. During periods of high energy output, the primary source can power the electrochemical device to store energy as hydrogen, which can be consumed to generate electricity as the secondary source during low energy output by the primary source. Solar cells, wind turbines and water turbines can act as the primary energy source.|Hydrogen oxidation and generation over carbon films
09768461|Provided is a renewable energy power generation system (10) having a renewable energy power generating apparatus (12) arranged to generate electric power; and a hydrogen power generation module (20) having a separation unit (22) adapted to separate water into hydrogen and oxygen, and a fuel cell unit (28) adapted to receive air or oxygen, and hydrogen from said separation unit or from a hydrogen storage; the fuel cell unit being arranged to produce electric power in the presence of hydrogen and oxygen; wherein the hydrogen power generation module being adapted to receive electric power from the at least one renewable energy power generating apparatus at least prior to production of electric power by the fuel cell unit.|Renewal energy power generation system
09768720|A method for estimating operation parameters of a servomotor is described. The method includes the steps of: driving the servomotor to rotate stably at an initial angular velocity; computing d- and q-axis components of an initial voltage when the servomotor rotates at the initial angular velocity; accelerating the servomotor to a predetermined angular velocity according to the initial voltage; and computing at least one operation parameter of the servomotor after the servomotor rotates at the predetermined angular velocity.|Method and system for estimating operation parameters of a servomotor
09769440|This device for projecting luminous beams for exterior lighting for aircraft comprises a luminous source adapted to be mounted on the aeroplane so as to project the said beam onto an exterior lighting surface. The luminous source comprises a video image projector (2).|Device for projecting a luminous beam for exterior lighting for aircraft
09770300|A master console includes handles configured to control robotic surgical instruments of a slave robot, force/torque detectors configured to detect forces applied to the handles by an operator, a force compensator configured to generate force control signals that cancel out the forces applied to the handles by the operator, and a master controller configured to drive at least one joint of each of the handles in order to control motion of the handles based on motion control signals and the generated force control signals.|Surgical robot and control method thereof
09770301|The invention relates to a robotic module for driving a catheterization system, which includes a base and a movable element rotatably mounted, relative to the base, about a rotation axle. The movable element includes: a mounting having a surface for rotating about the axle, the rotating surface comprising an access opening; a transfer system including a fixed part supported by the base and a mobile part for translating the catheter, supported by the mounting, the mobile part having an access opening. The access opening of the mobile part is aligned with the access opening of the rotating surface, regardless of the relative orientation of the mounting and of the base.|Module for driving a catheterization system
09770831|A cable drawn from a lower arm of a robot into a first upper arm part of an upper arm is further drawn out to an exterior space of the robot through a first hole of a second upper arm part. The cable is drawn in contact with a sidewall part of the second upper arm part, and is disposed in a wrist arrangement portion through a second hole. A slack part is formed taking account of a length of the cable pulled by a wrist when the wrist pivots in the wrist arrangement portion, and the cable is drawn to a tool through a through hole of the wrist.|Industrial robot
09771140|The invention provides an integrated aircraft structure, such as a fuselage, with reinforcing elements in areas of the structure that need them because they have openings or are subjected to high loads. The structure comprises a skin, a plurality of stringers and a plurality of frames with mouseholes for the passage of stringers at their crossing zones. The reinforcing elements are configured with a suitable shape to be superimposed to the stringers in said areas. A manufacturing processes of said integrated aircraft structure is also provided.|Aircraft structure with integrated reinforcing elements
09771141|A slat control system for an aircraft may include a flight control computer configured to generate a gap command in response to an occurrence of a gap-command condition. The slat control system may further include an edge control system including an edge control device having a plurality of control device positions including at least one designated control device position. The slat control system may additionally include a device actuation system configured to move a leading edge device of an aircraft. The edge control system may be configured to automatically command the device actuation system to extend the leading edge device from a sealed position to a gapped position when the edge control device is in the designated control device position and the gap command is received by the edge control system.|Leading edge system and method for approach noise reduction
09771151|A rotor blade for a reaction drive type helicopter is provided. The rotor blade includes a main duct extending from a proximal end, couplable to and for fluid communication with a rotor hub, to a distal end for ducting a first air/gas stream from the rotor hub to the distal end. A nozzle is attached to an outlet of the main duct at the distal end for receiving the first air/gas stream from the main duct and releasing the first air/gas stream to propel the rotor blade. A circulation control is carried at a trailing edge of the blade. A trailing edge duct is carried intermediate the trailing edge and the main duct and is in fluid communication with the main duct by a partition with a plurality of orifices formed therein to bleed air from the main duct and generate a second air/gas stream therein with a pressure less than the pressure of the first air/gas stream. The trailing edge duct supplies the second air/gas stream to the circulation control.|Reaction drive helicopter with circulation control
09771161|A beam with a hybrid cross-sectional structure is provided. The beam includes a first section having a first cross-sectional I-beam structure, a second section having a second cross-sectional box-beam structure and a third section. The third section is interposed between the first and second sections and incorporating the first and second cross-sectional I-beam and box-beam structures.|Beam with hybrid cross-sectional structure
09771170|An aircraft system component carrier module includes a carrier element which is arc-shaped at least in sections and is configured, when the module is mounted in an aircraft, to extend at least in some sections substantially in the direction of the ribs of an aircraft structure over at least a section of a crown area of an aircraft cabin. The module includes a transverse carrier element which is configured, when the module is mounted in an aircraft, to extend in the crown area of an aircraft cabin substantially perpendicularly to a longitudinal axis of the cabin. The module further includes a structure holder for fastening the module to the aircraft structure, an aircraft system component holder for fastening at least one of the aircraft system components to the module and an attaching device, connected to the transverse carrier element, for attaching an aircraft luggage compartment to the module.|Aircraft system component carrier module and system
09771171|A wing deformation monitoring and analysis system includes at least one image sensor installed on a portion of the aircraft such that at least one wing of the aircraft is located in a field of view (FOV) of the at least one image sensor. The image sensor outputs at least one image signal representing a captured wing image of the at least one wing. An electronic deformation controller is configured to compare the captured wing image to a nominal wing image, determines a deformation of the at least one wing based on the comparison.|Aircraft wing deformation monitoring and analysis system
09771700|A structure for mounting offshore installations such as wind turbines or oil and gas platforms. The structure comprises a base, a top piece, and a lattice structure connecting the base to the top piece. The sub-components of the structure can be pre-assembled prior to installation to facilitate ease of construction, or they may be transported to a pre-determined location and assembled on site.|Structures for offshore installations
09772561|An overlay measurement and correction method and device is provided. In an embodiment the measurement device takes measurements of a first semiconductor wafer and uses the measurements in a plurality of correction techniques to generate an overlay correction model. The plurality of correction techniques include a first order correction, a first intra-field high order parameter correction and a first inter-field high order parameter correction. The model is used to adjust the exposure parameters for the exposure of the next semiconductor wafer. The process is repeated on each semiconductor wafer for a run-to-run analysis.|Semiconductor manufacturing method and tool
09772741|Predictive modeling is an important class of data analytics with applications in numerous fields. Once a predictive model is built, validated, and applied on a set of objects, by a data analytics system (or even by manual modeling), consumers of the model information need assistance to navigate through the results. This is because both regression and classification models that output continuous values (eg, probability of belonging to a class) are often used to rank objects and then a thresholding of the ranked scores needs to be used to separate objects into a "positive" and a "negative" class. The choice of threshold greatly affects the true positive, false positive, true negative, and false negative results of the model's application. An ideal data analytics system should allow the user to understand the tradeoffs of different threshold values for different thresholds. The user interface should convey this information in an intuitive manner and provide the ability to vary the threshold interactively while simultaneously presenting the effects of thresholding on predictivity. This is precisely the function of the present invention. In addition to manual thresholding, the invention also allows for the thresholding to be performed by fully automated means (via standard statistical optimization methods) once a user has identified the desired balance of false positives and false negatives (or other predictivity metrics of interest). The invention can be applied to any application field of predictive modeling.|Data analysis computer system and method for organizing, presenting, and optimizing predictive modeling
